postcode,population_2011,population_2022,population_2023,population_2024
SO32 2,9502,10179,10262,10405
SO32 3,2864,3068,3093,3136
SO40 2,9306,9969,10050,10190
SO40 3,7229,7744,7807,7916
SO40 4,6141,6578,6632,6724
SO40 7,5375,5758,5805,5886
SO40 8,8227,8813,8885,9009
SO40 9,5577,5974,6023,6107
SO41 0,9898,10603,10690,10838
SO41 3,2730,2924,2948,2989
SO41 5,1421,1522,1535,1556
SO41 6,3644,3903,3936,3990
SO41 8,7110,7616,7679,7785
SO41 9,6585,7054,7112,7211
SO42 7,5273,5648,5695,5774
SO43 7,4391,4704,4742,4808
SO45 1,7879,8440,8509,8628
SO45 2,6582,7051,7109,7207
SO45 3,4736,5073,5115,5186
SO45 4,5362,5744,5791,5871
SO45 5,6965,7461,7522,7627
SO45 6,3463,3710,3740,3792
SO50 4,9080,9726,9806,9943
SO50 5,10176,10901,10990,11143
SO50 6,6202,6644,6698,6791
SO50 7,8008,8578,8649,8769
SO50 8,6741,7221,7280,7381
SO50 9,6183,6623,6678,6770
SO51 0,4169,4466,4503,4565
SO51 5,4093,4384,4420,4482
SO51 6,4535,4858,4898,4966
SO51 7,8272,8861,8934,9058
SO51 8,4633,4963,5004,5073
SO51 9,876,938,946,959
SO52 9,7037,7538,7600,7706
SO53 1,5232,5605,5651,5729
SO53 2,8335,8928,9002,9127
SO53 3,6437,6895,6952,7049
SO53 4,7462,7993,8059,8171
SO53 5,4993,5349,5392,5467
SP1  1,4949,5301,5345,5419
SP1  2,3922,4201,4236,4295
SP1  3,12620,13519,13630,13819
SP10 1,3889,4166,4200,4258
SP10 2,9767,10462,10548,10695
SP10 3,14110,15115,15239,15450
SP10 4,6845,7332,7393,7495
SP10 5,6041,6471,6524,6615
SP11 0,3439,3684,3714,3766
SP11 6,4351,4661,4699,4764
SP11 7,4452,4769,4808,4875
SP11 8,4080,4370,4406,4468
SP11 9,7124,7631,7694,7801
SP2  0,4922,5272,5316,5390
SP2  7,7230,7745,7808,7917
SP2  8,8325,8918,8991,9116
SP2  9,8832,9461,9539,9671
SP3  4,4241,4543,4580,4644
SP3  5,2913,3120,3146,3190
SP3  6,4149,4444,4481,4543
SP4  0,2616,2802,2825,2865
SP4  6,4011,4297,4332,4392
SP4  7,10825,11596,11691,11853
SP4  8,7993,8562,8632,8752
SP4  9,5666,6069,6119,6204
SP5  1,4699,5034,5075,5145
SP5  2,6223,6666,6721,6814
SP5  3,5734,6142,6193,6279
SP5  4,2255,2416,2435,2469
SP5  5,3450,3696,3726,3778
SP6  1,6411,6867,6924,7020
SP6  2,2736,2931,2955,2996
SP6  3,4900,5249,5292,5366
SP7  0,2599,2784,2807,2846
SP7  8,7094,7599,7662,7768
SP7  9,3863,4138,4172,4230
SP8  4,11278,12081,12180,12349
SP8  5,3292,3526,3555,3605
SP9  7,10678,11438,11532,11692
SR1  1,939,1006,1014,1028
SR1  2,3498,3747,3778,3830
SR1  3,977,1047,1055,1070
SR2  0,9680,10369,10454,10600
SR2  7,8699,9318,9395,9525
SR2  8,6974,7471,7532,7637
SR2  9,7580,8120,8186,8300
SR3  1,12522,13414,13524,13712
SR3  2,10449,11193,11285,11442
SR3  3,9449,10122,10205,10347
SR3  4,6992,7490,7551,7656
SR4  0,7259,7776,7840,7949
SR4  6,8461,9063,9138,9265
SR4  7,10212,10939,11029,11182
SR4  8,9377,10045,10127,10268
SR4  9,6271,6717,6773,6867
SR5  1,6013,6441,6494,6584
SR5  2,5112,5476,5521,5598
SR5  3,8465,9068,9142,9269
SR5  4,6136,6573,6627,6719
SR5  5,9066,9711,9791,9927
SR6  0,5742,6151,6201,6287
SR6  7,9778,10474,10560,10707
SR6  8,6144,6581,6636,6728
SR6  9,8422,9022,9096,9222
SR7  0,5838,6254,6305,6393
SR7  7,10129,10850,10939,11091
SR7  8,7522,8058,8124,8237
SR7  9,7676,8223,8290,8405
SR8  1,4651,4982,5023,5093
SR8  2,8279,8868,8941,9066
SR8  3,7573,8112,8179,8292
SR8  4,7916,8480,8549,8668
SR8  5,7025,7525,7587,7692
SS0  0,9970,10680,10768,10917
SS0  7,10059,10775,10864,11015
SS0  8,7844,8402,8472,8589
SS0  9,13581,14548,14667,14871
SS1  1,3138,3361,3389,3436
SS1  2,14061,15062,15186,15397
SS1  3,8754,9377,9454,9586
SS11 7,7001,7499,7561,7666
SS11 8,9737,10430,10516,10662
SS12 0,6959,7454,7516,7620
SS12 9,11070,11858,11956,12122
SS13 1,9231,9888,9969,10108
SS13 2,5396,5780,5828,5909
SS13 3,7497,8031,8097,8209
SS14 1,9518,10196,10279,10422
SS14 2,11007,11791,11888,12053
SS14 3,4390,4703,4741,4807
SS15 4,5443,5831,5878,5960
SS15 5,16186,17338,17481,17724
SS15 6,8634,9249,9325,9454
SS16 4,11825,12667,12771,12948
SS16 5,9879,10582,10669,10818
SS16 6,7786,8340,8409,8526
SS17 0,8181,8763,8835,8958
SS17 7,11475,12292,12393,12565
SS17 8,9021,9663,9743,9878
SS17 9,4146,4441,4478,4540
SS2  4,16707,17897,18044,18294
SS2  5,8417,9016,9090,9217
SS2  6,11331,12138,12237,12407
SS3  0,7327,7849,7913,8023
SS3  8,5606,6005,6054,6139
SS3  9,15671,16787,16925,17160
SS4  1,11621,12448,12551,12725
SS4  2,843,903,910,923
SS4  3,8529,9136,9211,9339
SS5  4,9369,10036,10119,10259
SS5  5,5888,6307,6359,6447
SS5  6,6283,6730,6786,6880
SS6  7,6613,7084,7142,7241
SS6  8,12843,13757,13870,14063
SS6  9,12336,13214,13323,13508
SS7  1,9343,10008,10090,10231
SS7  2,9707,10398,10484,10629
SS7  3,10934,11713,11809,11973
SS7  4,8696,9315,9392,9522
SS7  5,10576,11329,11422,11581
SS8  0,6890,7381,7441,7545
SS8  7,8132,8711,8783,8905
SS8  8,7474,8006,8072,8184
SS8  9,15674,16790,16928,17163
SS9  1,9711,10402,10488,10634
SS9  2,8307,8898,8972,9096
SS9  3,10504,11252,11344,11502
SS9  4,9703,10394,10479,10625
SS9  5,11853,12697,12801,12979
ST1  2,3631,3890,3921,3976
ST1  3,4998,5354,5398,5473
ST1  4,4069,4359,4395,4456
ST1  5,3319,3555,3585,3634
ST1  6,13843,14829,14950,15158
ST10 1,11283,12086,12186,12355
ST10 2,5191,5561,5606,5684
ST10 3,2223,2381,2401,2434
ST10 4,6901,7392,7453,7557
ST11 9,9995,10707,10795,10945
ST12 9,3809,4080,4114,4171
ST13 5,6307,6756,6812,6906
ST13 6,6208,6650,6705,6798
ST13 7,6781,7264,7323,7425
ST13 8,8685,9303,9380,9510
ST14 5,4748,5086,5128,5199
ST14 7,8383,8980,9054,9179
ST14 8,7414,7942,8007,8118
ST15 0,8964,9602,9681,9816
ST15 8,12448,13334,13444,13631
ST16 1,12949,13871,13985,14179
ST16 2,1716,1838,1853,1879
ST16 3,16290,17450,17593,17838
ST17 0,12204,13073,13180,13363
ST17 4,12322,13199,13308,13493
ST17 9,15192,16274,16407,16635
ST18 0,10721,11484,11579,11739
ST18 9,5502,5894,5942,6025
ST19 5,8526,9133,9208,9336
ST19 9,6225,6668,6723,6816
ST2  0,10287,11019,11110,11264
ST2  7,8011,8581,8652,8772
ST2  8,7269,7787,7851,7960
ST2  9,8625,9239,9315,9444
ST20 0,6711,7189,7248,7349
ST21 6,5674,6078,6128,6213
ST3  1,5757,6167,6218,6304
ST3  2,7801,8356,8425,8542
ST3  3,7937,8502,8572,8691
ST3  4,9272,9932,10014,10153
ST3  5,13915,14906,15028,15237
ST3  6,9687,10377,10462,10607
ST3  7,13301,14248,14365,14565
ST4  1,1335,1430,1442,1462
ST4  2,7363,7887,7952,8062
ST4  3,7319,7840,7905,8014
ST4  4,6533,6998,7056,7154
ST4  5,7816,8372,8441,8559
ST4  6,8009,8579,8650,8770
ST4  7,6742,7222,7281,7382
ST4  8,12080,12940,13046,13228
ST5  0,9063,9708,9788,9924
ST5  1,3084,3304,3331,3377
ST5  2,9149,9800,9881,10018
ST5  3,9535,10214,10298,10441
ST5  4,6179,6619,6673,6766
ST5  5,5936,6359,6411,6500
ST5  6,8796,9422,9500,9632
ST5  7,11636,12464,12567,12741
ST5  8,11532,12353,12455,12628
ST5  9,7490,8023,8089,8202
ST6  1,7253,7769,7833,7942
ST6  2,2891,3097,3122,3166
ST6  3,3415,3658,3688,3739
ST6  4,4778,5118,5160,5232
ST6  5,10086,10804,10893,11044
ST6  6,14103,15107,15231,15443
ST6  7,9374,10041,10124,10265
ST6  8,12554,13448,13558,13747
ST7  1,11024,11809,11906,12071
ST7  2,11893,12740,12844,13023
ST7  3,7451,7982,8047,8159
ST7  4,14601,15641,15769,15988
ST7  8,7914,8477,8547,8666
ST8  6,11226,12025,12124,12292
ST8  7,9149,9800,9881,10018
ST9  0,6155,6593,6647,6740
ST9  9,5510,5902,5951,6033
SW10 0,9055,9700,9779,9915
SW10 9,9423,10094,10177,10318
SW11 1,9502,10179,10262,10405
SW11 2,13912,14903,15025,15234
SW11 3,11688,12520,12623,12798
SW11 4,8147,8727,8799,8921
SW11 5,17165,18387,18538,18796
SW11 6,11303,12108,12207,12377
SW12 0,7826,8383,8452,8569
SW12 8,12832,13746,13859,14051
SW12 9,10928,11706,11802,11966
SW13 0,6917,7409,7470,7574
SW13 8,1917,2053,2070,2099
SW13 9,7356,7880,7944,8055
SW14 7,7593,8134,8200,8314
SW14 8,9237,9895,9976,10115
SW15 1,10044,10759,10848,10998
SW15 2,10338,11074,11165,11320
SW15 3,11536,12357,12459,12632
SW15 4,10338,11074,11165,11320
SW15 5,9901,10606,10693,10842
SW15 6,8299,8890,8963,9087
SW16 1,10750,11515,11610,11771
SW16 2,16493,17667,17812,18060
SW16 3,8864,9495,9573,9706
SW16 4,13469,14428,14547,14749
SW16 5,17193,18417,18568,18826
SW16 6,14158,15166,15291,15503
SW17 0,14832,15888,16019,16241
SW17 6,1806,1935,1950,1978
SW17 7,12324,13201,13310,13495
SW17 8,19501,20889,21061,21354
SW17 9,15752,16874,17012,17248
SW18 1,10734,11498,11593,11754
SW18 2,9817,10516,10602,10750
SW18 3,14557,15593,15722,15940
SW18 4,10453,11197,11289,11446
SW18 5,13431,14387,14505,14707
SW19 1,10393,11133,11224,11380
SW19 2,12147,13012,13119,13301
SW19 3,10792,11560,11655,11817
SW19 4,6463,6923,6980,7077
SW19 5,3987,4271,4306,4366
SW19 6,12029,12885,12991,13172
SW19 7,6379,6833,6889,6985
SW19 8,15486,16589,16725,16957
SW1A 1,246,264,266,269
SW1E 5,258,276,279,283
SW1E 6,661,708,714,724
SW1H 0,388,416,419,425
SW1H 9,346,371,374,379
SW1P 1,2590,2774,2797,2836
SW1P 2,3526,3777,3808,3861
SW1P 3,855,916,923,936
SW1P 4,6537,7002,7060,7158
SW1V 1,2144,2297,2316,2348
SW1V 2,5743,6152,6202,6289
SW1V 3,8580,9191,9266,9395
SW1V 4,6107,6542,6596,6687
SW1W 0,695,744,751,761
SW1W 8,5565,5961,6010,6094
SW1W 9,2297,2461,2481,2515
SW1X 0,1894,2029,2046,2074
SW1X 7,998,1069,1078,1093
SW1X 8,1447,1550,1563,1584
SW1X 9,1687,1807,1822,1847
SW1Y 4,299,320,323,327
SW1Y 6,251,269,271,275
SW2  1,7312,7833,7897,8007
SW2  2,12003,12858,12963,13143
SW2  3,13760,14740,14861,15067
SW2  4,11238,12038,12137,12306
SW2  5,10018,10731,10819,10970
SW20 0,9083,9730,9810,9946
SW20 8,10556,11308,11400,11559
SW20 9,8636,9251,9327,9456
SW3  1,1100,1178,1188,1204
SW3  2,4485,4804,4844,4911
SW3  3,4352,4662,4700,4765
SW3  4,4203,4502,4539,4602
SW3  5,4989,5344,5388,5463
SW3  6,3041,3258,3284,3330
SW4  0,6382,6836,6893,6988
SW4  6,10356,11093,11184,11340
SW4  7,8423,9023,9097,9223
SW4  8,7320,7841,7906,8015
SW4  9,7105,7611,7673,7780
SW5  0,7010,7509,7571,7676
SW5  9,8483,9087,9162,9289
SW6  1,7004,7503,7564,7669
SW6  2,12535,13427,13538,13726
SW6  3,8994,9634,9714,9848
SW6  4,7300,7820,7884,7994
SW6  5,7657,8202,8270,8384
SW6  6,11475,12292,12393,12565
SW6  7,10184,10909,10999,11151
SW7  1,3739,4005,4038,4094
SW7  2,2283,2446,2466,2500
SW7  3,4444,4760,4800,4866
SW7  4,4328,4636,4674,4739
SW7  5,5058,5418,5463,5539
SW8  1,11047,11834,11931,12096
SW8  2,10224,10952,11042,11195
SW8  3,6226,6669,6724,6817
SW8  4,8539,9147,9222,9350
SW8  5,372,398,402,407
SW9  0,11392,12203,12303,12474
SW9  6,5951,6375,6427,6516
SW9  7,8890,9523,9601,9735
SW9  8,5556,5952,6000,6084
SW9  9,11610,12437,12539,12713
SY1  1,1532,1641,1655,1678
SY1  2,7160,7670,7733,7840
SY1  3,8429,9029,9103,9230
SY1  4,9415,10085,10168,10309
SY10 0,2231,2390,2409,2443
SY10 7,4078,4368,4404,4465
SY10 8,3527,3778,3809,3862
SY10 9,4827,5171,5213,5286
SY11 1,6031,6460,6513,6604
SY11 2,10751,11516,11611,11772
SY11 3,5779,6190,6241,6328
SY11 4,4453,4770,4809,4876
SY12 0,4437,4753,4792,4859
SY12 9,3813,4084,4118,4175
SY13 1,9710,10401,10487,10632
SY13 2,4062,4351,4387,4448
SY13 3,3027,3243,3269,3315
SY13 4,2750,2946,2970,3011
SY14 7,2424,2597,2618,2654
SY14 8,3220,3449,3478,3526
SY15 6,5199,5569,5615,5693
SY16 1,6685,7161,7220,7320
SY16 2,4253,4556,4593,4657
SY16 3,2743,2938,2962,3004
SY16 4,2551,2733,2755,2793
SY17 5,3553,3806,3837,3891
SY18 6,4648,4979,5020,5090
SY19 7,1169,1252,1263,1280
SY2  5,11879,12725,12829,13008
SY2  6,5656,6059,6108,6193
SY20 8,4577,4903,4943,5012
SY20 9,2344,2511,2532,2567
SY21 0,2821,3022,3047,3089
SY21 7,5948,6371,6424,6513
SY21 8,4695,5029,5071,5141
SY21 9,2786,2984,3009,3051
SY22 5,1999,2141,2159,2189
SY22 6,7535,8071,8138,8251
SY23 1,7301,7821,7885,7995
SY23 2,3967,4249,4284,4344
SY23 3,11362,12171,12271,12441
SY23 4,5401,5786,5833,5914
SY23 5,2827,3028,3053,3096
SY24 5,4663,4995,5036,5106
SY25 6,4343,4652,4690,4756
SY3  0,5079,5441,5485,5562
SY3  5,4352,4662,4700,4765
SY3  6,2672,2862,2886,2926
SY3  7,7834,8392,8461,8578
SY3  8,8820,9448,9526,9658
SY3  9,5028,5386,5430,5506
SY4  1,3120,3342,3370,3416
SY4  2,2806,3006,3030,3073
SY4  3,3967,4249,4284,4344
SY4  4,5870,6288,6340,6428
SY4  5,8777,9402,9479,9611
SY5  0,6433,6891,6948,7044
SY5  6,3890,4167,4201,4260
SY5  7,3172,3398,3426,3473
SY5  8,3128,3351,3378,3425
SY5  9,4665,4997,5038,5108
SY6  6,4113,4406,4442,4504
SY6  7,2441,2615,2636,2673
SY7  0,3547,3800,3831,3884
SY7  8,3623,3881,3913,3967
SY7  9,4714,5050,5091,5162
SY8  1,8438,9039,9113,9240
SY8  2,3414,3657,3687,3738
SY8  3,3423,3667,3697,3748
SY8  4,3358,3597,3627,3677
SY9  5,2895,3101,3127,3170
TA1  1,5752,6162,6212,6298
TA1  2,12921,13841,13955,14148
TA1  3,8033,8605,8676,8796
TA1  4,6096,6530,6584,6675
TA1  5,6671,7146,7205,7305
TA10 0,3950,4231,4266,4325
TA10 9,5320,5699,5746,5825
TA11 6,6430,6888,6944,7041
TA11 7,2736,2931,2955,2996
TA12 6,6353,6805,6861,6957
TA13 5,3973,4256,4291,4350
TA14 6,2986,3199,3225,3270
TA15 6,831,890,897,910
TA16 5,1979,2120,2137,2167
TA17 8,442,473,477,484
TA18 7,3838,4111,4145,4203
TA18 8,6201,6643,6697,6790
TA19 0,5772,6183,6234,6320
TA19 9,5916,6337,6389,6478
TA2  6,8551,9160,9235,9363
TA2  7,10017,10730,10818,10969
TA2  8,7956,8522,8592,8712
TA20 1,7780,8334,8402,8519
TA20 2,7552,8090,8156,8269
TA20 3,2690,2882,2905,2946
TA20 4,2310,2474,2495,2529
TA21 0,4092,4383,4419,4481
TA21 8,7262,7779,7843,7952
TA21 9,6801,7285,7345,7447
TA22 9,2619,2805,2829,2868
TA23 0,5681,6085,6135,6221
TA24 5,6406,6862,6918,7015
TA24 6,5373,5756,5803,5883
TA24 7,1846,1977,1994,2021
TA24 8,5025,5383,5427,5502
TA3  5,5773,6184,6235,6321
TA3  6,4606,4934,4974,5044
TA3  7,4033,4320,4356,4416
TA4  1,5280,5656,5702,5782
TA4  2,4234,4535,4573,4636
TA4  3,5375,5758,5805,5886
TA4  4,3960,4242,4277,4336
TA5  1,5260,5635,5681,5760
TA5  2,4895,5244,5287,5360
TA6  3,9569,10250,10335,10478
TA6  4,12650,13551,13662,13852
TA6  5,5934,6357,6409,6498
TA6  6,11145,11939,12037,12204
TA6  7,7022,7522,7584,7689
TA7  0,4917,5267,5310,5384
TA7  8,5948,6371,6424,6513
TA7  9,4117,4410,4446,4508
TA8  1,7558,8096,8163,8276
TA8  2,9380,10048,10130,10271
TA9  3,8188,8771,8843,8966
TA9  4,4192,4490,4527,4590
TD12 4,1163,1246,1256,1273
TD15 1,5448,5836,5884,5966
TD15 2,11713,12547,12650,12826
TF1  1,4312,4619,4657,4722
TF1  2,7106,7612,7674,7781
TF1  3,7596,8137,8204,8318
TF1  5,8583,9194,9270,9398
TF1  6,9547,10227,10311,10454
TF10 7,10514,11263,11355,11513
TF10 8,4503,4824,4863,4931
TF10 9,3381,3622,3651,3702
TF11 8,6357,6810,6866,6961
TF11 9,3550,3803,3834,3887
TF12 5,5609,6008,6058,6142
TF13 6,3696,3959,3992,4047
TF2  0,2639,2827,2850,2890
TF2  6,6938,7432,7493,7597
TF2  7,7869,8429,8499,8617
TF2  8,10334,11070,11161,11316
TF2  9,11033,11819,11916,12081
TF3  1,10859,11632,11728,11891
TF3  2,9044,9688,9768,9903
TF3  5,4051,4339,4375,4436
TF4  2,9126,9776,9856,9993
TF4  3,9072,9718,9798,9934
TF5  0,5346,5727,5774,5854
TF6  5,1435,1537,1550,1571
TF6  6,3562,3816,3847,3900
TF7  4,5915,6336,6388,6477
TF7  5,11716,12550,12653,12829
TF8  7,2903,3110,3135,3179
TF9  1,6282,6729,6785,6879
TF9  2,6121,6557,6611,6702
TF9  3,8252,8840,8912,9036
TF9  4,4810,5152,5195,5267
TN1  1,3831,4104,4137,4195
TN1  2,7416,7944,8009,8121
TN10 3,7971,8539,8609,8728
TN10 4,8312,8904,8977,9102
TN11 0,4404,4718,4756,4822
TN11 8,3689,3952,3984,4039
TN11 9,5779,6190,6241,6328
TN12 0,5947,6370,6423,6512
TN12 5,3306,3541,3570,3620
TN12 6,10404,11145,11236,11392
TN12 7,2863,3067,3092,3135
TN12 8,2435,2608,2630,2666
TN12 9,4520,4842,4882,4949
TN13 1,5429,5816,5863,5945
TN13 2,9270,9930,10012,10151
TN13 3,10294,11027,11118,11272
TN14 5,6698,7175,7234,7334
TN14 6,3324,3561,3590,3640
TN14 7,4948,5300,5344,5418
TN15 0,4231,4532,4569,4633
TN15 6,9660,10348,10433,10578
TN15 7,3440,3685,3715,3767
TN15 8,5065,5426,5470,5546
TN15 9,1942,2080,2097,2126
TN16 1,5023,5381,5425,5500
TN16 2,2509,2688,2710,2747
TN16 3,11761,12598,12702,12878
TN17 1,2552,2734,2756,2794
TN17 2,3581,3836,3867,3921
TN17 3,4799,5141,5183,5255
TN17 4,3788,4058,4091,4148
TN18 4,3963,4245,4280,4339
TN18 5,2649,2838,2861,2901
TN19 7,5000,5356,5400,5475
TN2  3,9910,10616,10703,10851
TN2  4,8619,9233,9309,9438
TN2  5,9899,10604,10691,10839
TN20 6,3718,3983,4015,4071
TN21 0,5862,6279,6331,6419
TN21 8,7152,7661,7724,7831
TN21 9,2969,3180,3207,3251
TN22 1,6310,6759,6815,6909
TN22 2,3391,3632,3662,3713
TN22 3,4230,4531,4568,4632
TN22 4,3480,3728,3758,3811
TN22 5,8772,9397,9474,9605
TN23 1,1721,1844,1859,1884
TN23 3,13916,14907,15029,15238
TN23 4,5160,5527,5573,5650
TN23 5,14538,15573,15701,15919
TN23 6,1529,1638,1651,1674
TN23 7,3032,3248,3275,3320
TN24 0,14213,15225,15350,15563
TN24 8,6051,6482,6535,6626
TN24 9,11355,12163,12263,12434
TN25 4,4842,5187,5229,5302
TN25 5,3585,3840,3872,3926
TN25 6,4976,5330,5374,5449
TN25 7,2153,2306,2325,2358
TN26 1,2730,2924,2948,2989
TN26 2,3484,3732,3763,3815
TN26 3,4968,5322,5365,5440
TN27 0,4069,4359,4395,4456
TN27 8,3875,4151,4185,4243
TN27 9,4460,4778,4817,4884
TN28 8,8455,9057,9131,9258
TN29 0,7442,7972,8037,8149
TN29 9,6315,6765,6820,6915
TN3  0,5602,6001,6050,6134
TN3  8,1706,1827,1842,1868
TN3  9,4414,4728,4767,4833
TN30 6,5626,6027,6076,6160
TN30 7,3681,3943,3975,4031
TN31 6,6443,6902,6958,7055
TN31 7,7099,7604,7667,7773
TN32 5,5238,5611,5657,5736
TN33 0,8195,8778,8851,8974
TN33 9,4550,4874,4914,4982
TN34 1,5736,6144,6195,6281
TN34 2,12297,13173,13281,13465
TN34 3,11658,12488,12591,12766
TN35 4,6721,7200,7259,7359
TN35 5,10486,11233,11325,11482
TN36 4,2303,2467,2487,2522
TN37 6,10187,10912,11002,11155
TN37 7,10374,11113,11204,11360
TN38 0,14113,15118,15242,15454
TN38 8,4684,5018,5059,5129
TN38 9,10238,10967,11057,11211
TN39 3,10315,11049,11140,11295
TN39 4,9871,10574,10661,10809
TN39 5,5582,5979,6029,6112
TN4  0,9053,9698,9777,9913
TN4  8,9096,9744,9824,9960
TN4  9,14090,15093,15217,15429
TN40 1,7293,7812,7876,7986
TN40 2,10129,10850,10939,11091
TN5  6,4883,5231,5274,5347
TN5  7,3873,4149,4183,4241
TN6  1,8075,8650,8721,8842
TN6  2,10317,11052,11142,11297
TN6  3,6038,6468,6521,6612
TN7  4,2151,2304,2323,2355
TN8  5,5213,5584,5630,5708
TN8  6,4838,5182,5225,5298
TN8  7,2629,2816,2839,2879
TN9  1,7019,7519,7581,7686
TN9  2,11016,11800,11897,12063
TQ1  1,8188,8771,8843,8966
TQ1  2,4401,4714,4753,4819
TQ1  3,8995,9635,9715,9850
TQ1  4,10117,10837,10926,11078
TQ10 9,4029,4316,4351,4412
TQ11 0,4133,4427,4464,4526
TQ12 1,11294,12098,12198,12367
TQ12 2,5195,5565,5611,5689
TQ12 3,10451,11195,11287,11444
TQ12 4,8588,9199,9275,9404
TQ12 5,8912,9547,9625,9759
TQ12 6,8554,9163,9238,9367
TQ13 0,6075,6508,6561,6652
TQ13 7,5492,5883,5931,6014
TQ13 8,3836,4109,4143,4200
TQ13 9,7731,8281,8349,8465
TQ14 0,1762,1887,1903,1929
TQ14 8,7484,8017,8083,8195
TQ14 9,10215,10942,11032,11185
TQ2  5,4816,5159,5201,5274
TQ2  6,10317,11052,11142,11297
TQ2  7,10884,11659,11755,11918
TQ2  8,7527,8063,8129,8242
TQ3  1,8322,8915,8988,9113
TQ3  2,8401,8999,9073,9199
TQ3  3,13645,14617,14737,14941
TQ4  5,5806,6219,6270,6358
TQ4  6,4100,4392,4428,4490
TQ4  7,8741,9363,9440,9571
TQ5  0,5974,6399,6452,6542
TQ5  8,5028,5386,5430,5506
TQ5  9,8302,8893,8966,9091
TQ6  0,3203,3431,3459,3507
TQ6  9,5064,5425,5469,5545
TQ7  1,5887,6306,6358,6446
TQ7  2,3869,4144,4179,4237
TQ7  3,3693,3956,3988,4044
TQ7  4,3043,3260,3286,3332
TQ8  8,2071,2218,2237,2268
TQ9  5,8076,8651,8722,8843
TQ9  6,4674,5007,5048,5118
TQ9  7,4509,4830,4870,4937
TR1  1,8673,9291,9367,9497
TR1  2,3237,3467,3496,3545
TR1  3,8624,9238,9314,9443
TR10 8,7093,7598,7660,7767
TR10 9,4165,4462,4498,4561
TR11 2,8326,8919,8992,9117
TR11 3,4708,5043,5085,5155
TR11 4,6783,7266,7326,7427
TR11 5,9009,9650,9730,9865
TR12 6,4128,4422,4458,4520
TR12 7,5456,5844,5892,5974
TR13 0,4280,4585,4622,4687
TR13 8,10090,10808,10897,11049
TR13 9,5453,5841,5889,5971
TR14 0,4673,5006,5047,5117
TR14 7,8751,9374,9451,9582
TR14 8,8832,9461,9539,9671
TR14 9,2376,2545,2566,2602
TR15 1,6060,6491,6545,6636
TR15 2,6140,6577,6631,6723
TR15 3,7894,8456,8526,8644
TR16 4,5380,5763,5810,5891
TR16 5,5115,5479,5524,5601
TR16 6,3665,3926,3958,4013
TR17 0,1447,1550,1563,1584
TR18 2,5246,5620,5666,5744
TR18 3,6371,6825,6881,6976
TR18 4,4719,5055,5097,5167
TR18 5,3536,3788,3819,3872
TR19 6,3300,3535,3564,3614
TR19 7,5733,6141,6192,6278
TR2  4,5322,5701,5748,5828
TR2  5,4143,4438,4474,4537
TR20 8,4709,5044,5086,5156
TR20 9,4584,4910,4951,5019
TR21 0,1723,1846,1861,1887
TR22 0,169,181,183,185
TR24 0,175,187,189,192
TR25 0,136,146,147,149
TR26 1,3741,4007,4040,4096
TR26 2,6225,6668,6723,6816
TR26 3,1676,1795,1810,1835
TR27 4,7292,7811,7875,7985
TR27 5,4287,4592,4630,4694
TR27 6,3187,3414,3442,3490
TR3  6,7899,8461,8531,8649
TR3  7,4500,4820,4860,4928
TR4  8,6028,6457,6510,6601
TR4  9,5019,5376,5421,5496
TR5  0,3884,4161,4195,4253
TR6  0,3516,3766,3797,3850
TR7  1,6213,6655,6710,6803
TR7  2,8389,8986,9060,9186
TR7  3,5587,5985,6034,6118
TR8  4,3506,3756,3786,3839
TR8  5,4467,4785,4824,4891
TR9  6,8224,8810,8882,9005
TS1  1,148,159,160,162
TS1  2,1453,1556,1569,1591
TS1  3,5898,6318,6370,6458
TS1  4,8514,9120,9195,9323
TS1  5,1189,1274,1284,1302
TS10 1,6995,7493,7555,7660
TS10 2,11089,11879,11976,12142
TS10 3,5437,5824,5872,5954
TS10 4,8928,9564,9642,9776
TS10 5,4624,4953,4994,5063
TS11 6,3893,4170,4204,4263
TS11 7,4389,4701,4740,4806
TS11 8,3663,3924,3956,4011
TS12 1,5958,6382,6435,6524
TS12 2,12848,13763,13876,14069
TS12 3,3708,3972,4005,4060
TS13 4,7988,8557,8627,8747
TS13 5,2381,2551,2571,2607
TS14 6,6875,7364,7425,7528
TS14 7,5767,6178,6228,6315
TS14 8,4985,5340,5384,5459
TS15 0,2404,2575,2596,2632
TS15 9,10398,11138,11230,11386
TS16 0,7444,7974,8040,8151
TS16 9,3005,3219,3245,3290
TS17 0,13994,14990,15114,15323
TS17 5,10340,11076,11167,11322
TS17 6,4371,4682,4721,4786
TS17 7,2160,2314,2333,2365
TS17 8,6499,6962,7019,7116
TS17 9,7755,8307,8375,8492
TS18 1,2329,2495,2515,2550
TS18 2,3341,3579,3608,3658
TS18 3,6007,6435,6488,6578
TS18 4,6292,6740,6795,6890
TS18 5,6908,7400,7461,7564
TS19 0,12340,13219,13327,13512
TS19 7,8982,9622,9701,9835
TS19 8,10013,10726,10814,10964
TS19 9,5780,6192,6242,6329
TS2  1,773,828,835,846
TS20 1,11234,12034,12133,12301
TS20 2,9503,10180,10263,10406
TS21 1,3934,4214,4249,4308
TS21 2,2977,3189,3215,3260
TS21 3,3171,3397,3425,3472
TS21 4,2588,2772,2795,2834
TS22 5,8506,9112,9186,9314
TS23 1,5989,6415,6468,6558
TS23 2,7748,8300,8368,8484
